phase,age_yrs,MC_variable,mean_GER,GER_sd,quant025,quant975,GER_foraging,sd_foraging,quant025_foraging,quant975_foraging,FR_foraging,FR_sd_foraging,FR_quant025,FR_quant975,Hg,sd_Hg,P_nb,GERcalf_0to6m,mass,mass_sd,pctbodywt,pctbodywt_sd
Pregnant,8,all,1751.6230458418377,189.60895701760234,1386.6279835990226,2126.5665614264026,4533.612589237698,490.75259463379433,3588.919486962176,5504.054629574219,1563.6636369100036,171.07501006797847,1235.9168749669175,1906.1258913245151,71821.90167001274,2316.8662347514623,17039.538012401998,100761.62710366643,15846.105621469953,201.9611107117953,9.856882043749083,0.9666533291294337
Pregnant,8,Hg,1748.7171987158688,7.322493504353492,1734.498344876379,1763.1574241524656,4526.091573146954,18.95233612891492,4489.289833797687,4563.466274276971,1560.7212321196394,6.535288320315489,1548.0309771716163,1573.6090600955072,71821.90167001274,2316.8662347514623,17045.4799528212,100760.936763343,15846.244948154845,0,9.849155034684552,0.04124187365333175
Pregnant,8,GER_calf,1748.652156581189,0,1748.652156581189,1748.652156581189,4525.9232287983705,0,4525.9232287983705,4525.9232287983705,1560.6631823442658,0,1560.6631823442658,1560.6631823442658,71801.32207843156,0,17045.4799528212,100760.936763343,15846.244948154845,0,9.848788703256737,0
Pregnant,8,P_nb,1748.6669821506446,2.3938753216721786,1744.0004155477377,1753.3694882232921,4525.961600860492,6.195912597269166,4513.883428476497,4538.13279304852,1560.676414089825,2.1365215852652306,1556.5115270608615,1564.873376913283,71801.32207843156,0,17050.17082229927,100760.936763343,15846.244948154845,0,9.848872204083605,0.013482825693124296
Pregnant,8,P_cost,1748.6516287620425,0.7651006779249311,1747.1304437298595,1750.1532263288152,4525.921862678228,1.980260578158638,4521.984677889048,4529.8083504981105,1560.6627112683545,0.682848475227117,1559.3050613410512,1562.0028794821071,71801.32207843156,0,17045.4799528212,100760.936763343,15846.244948154845,0,9.848785730464678,0.0043092131761261815
Pregnant,8,Es,1748.533441440526,172.08362981687145,1406.394100156605,2086.267242063052,4525.615966081362,445.3929242319026,3640.078847464154,5399.750508869076,1560.5572296832281,153.58376697651815,1255.1996025738465,1861.9829340927845,71801.32207843156,0,17045.4799528212,100760.936763343,15846.244948154845,0,9.848120073802981,0.9692123747866311
Pregnant,8,E_FnU,1751.628935583046,74.43624512586207,1634.1128990145262,1880.2948223601493,4533.627833273766,192.6585167963489,4229.468679802302,4866.645422579209,1563.3199425081953,66.43397130908582,1458.4374757938972,1678.1535939928306,71801.32207843156,0,17045.4799528212,100760.936763343,15846.244948154845,0,9.865554569066724,0.41924109797899767
Pregnant,9,all,1803.4682434914403,199.18842470398548,1418.8867555242664,2197.275585298156,4667.800159624904,515.5465109985506,3672.4127790039834,5687.066220771697,1609.9463083682322,179.65077135723425,1265.2960215715937,1969.6917381565318,71821.90167001274,2316.8662347514623,17039.538012401998,100761.62710366643,16645.410300566087,198.7052251849378,9.661611822545538,0.9750055535991451
Pregnant,9,Hg,1800.477051540874,7.322493504353492,1786.2581977013842,1814.9172769774714,4660.0582510469685,18.952336128914915,4623.256511697701,4697.432952176984,1606.916638292058,6.535288320315487,1594.2263833440347,1619.8044662679256,71821.90167001274,2316.8662347514623,17045.4799528212,100760.936763343,16645.547381116885,0,9.653732625909218,0.039261480386816705
Pregnant,9,GER_calf,1800.4120094061943,0,1800.4120094061943,1800.4120094061943,4659.889906698386,0,4659.889906698386,4659.889906698386,1606.858588516685,0,1606.858588516685,1606.858588516685,71801.32207843156,0,17045.4799528212,100760.936763343,16645.547381116885,0,9.653383885347889,0
