age_yrs,Lifestage,Activity_stages,no_days,mean_bpm,se_bpm,Es_perday,Es_perday_sd,Es_perday_quant025,Es_perday_quant975,Es,Es_sd,Es_quant025,Es_quant975
37,Lactating,calving grounds lactating,74,0.6191317302061677,0.022050157577660528,862.2665571837625,326.5120313116429,380.2982698243594,1575.9247373111195,63807.72523159843,24161.890317061574,28142.0719670026,116618.43056102283
37,Lactating,foraging lactating,119,1.039250275250513,0.02199411192852006,1460.8884366871514,446.5613732909239,715.1400271882968,2305.0263241187267,173845.723965771,53140.803421619945,85101.66323540732,274298.1325701284
37,Lactating,northbound lactating,100,0.4996218350051777,0.010999059726743027,702.0040283485113,217.0228693070577,341.60173992404646,1117.5695420405991,70200.40283485113,21702.28693070577,34160.17399240464,111756.9542040599
37,Lactating,southbound post-weaning,72,0.7191739493024276,0.022034004788815145,1005.1584772667594,352.3884526766758,459.95593402627344,1749.0396825561043,72371.41036320667,25371.968592720656,33116.827249891685,125930.8571440395
38,Lactating,calving grounds lactating,74,0.6191317302061677,0.022050157577660528,862.5376703937607,326.65212023150804,380.36869969897964,1576.486282636784,63827.787609138286,24172.256897131596,28147.283777724493,116659.98491512201
38,Lactating,foraging lactating,119,1.039250275250513,0.02199411192852006,1461.3488047911449,446.7777848349552,715.2718088626018,2305.855976432411,173900.50777014624,53166.55639535967,85117.34525464961,274396.86119545694
38,Lactating,northbound lactating,100,0.4996218350051777,0.010999059726743027,702.2252178704672,217.12722603703284,341.664673137774,1117.9717147318029,70222.52178704672,21712.722603703285,34166.4673137774,111797.1714731803
38,Lactating,southbound post-weaning,72,0.7191739493024276,0.022034004788815145,1005.4747471029556,352.54551694743765,460.0404691177098,1749.6635814460933,72394.1817914128,25383.27722021551,33122.91377647511,125975.77786411872
39,Lactating,calving grounds lactating,74,0.6191317302061677,0.022050157577660528,862.7662437404259,326.772827208558,380.4246725101774,1576.9642943715808,63844.70203679152,24181.189213433292,28151.42576575313,116695.35778349698
39,Lactating,foraging lactating,119,1.039250275250513,0.02199411192852006,1461.7370092512301,446.96551386374364,715.3764622310835,2306.5627205580668,173946.70410089637,53188.8961497855,85129.799005498935,274480.96374641
